PlayerId,PlayerName,Height,Weight,Dob,Position
2022676305,Paul Curtis,185,75,2003-03-04,Forward
2014673527,Tom Cutler,192,92,1995-02-20,Midfield
2011684234,Luke Dahlhaus,179,77,1992-08-21,Forward
2017688313,Josh Daicos,178,76,1998-11-26,"Midfield, Forward"
2022681904,Nick Daicos,184,73,2003-01-03,"Defender, Midfield"
2002688908,Nick Dal Santo,185,85,1984-02-22,Midfield
2015684036,Bailey Dale,183,82,1996-07-22,"Defender, Forward"
2012688831,Frazer Dale,187,77,1993-11-10,Midfield
2013683697,Lauchlan Dalgleish,185,77,1993-06-22,Defender
2008687516,Bradd Dalziell,184,82,1987-03-15,Midfield
2022683898,Massimo DAmbrosio,178,80,2003-06-05,Defender
2008681760,Patrick Dangerfield,189,92,1990-04-05,"Midfield, Forward"
2015685477,Caleb Daniel,168,72,1996-07-07,Defender
2018682126,Brent Daniels,170,74,1999-03-09,Forward
2013689718,Joe Daniher,200,99,1994-03-04,Forward
2022681589,Sam Darcy,205,94,2003-07-19,Forward
2017681648,Sean Darcy,202,113,1998-06-12,"Forward, Ruck"
2012685071,Sam Darley,186,82,1993-02-15,Defender
2011688430,Jack Darling,191,95,1992-06-13,Forward
2025688002,Jesse Dattoli,179,86,2006-07-07,"Midfield, Forward"
2004689690,Aaron Davey,177,75,1983-06-10,Forward
2007682836,Alwyn Davey,173,72,1984-05-15,Forward
2023681337,Alwyn Davey,181,77,2004-02-26,Forward
2025689153,Sam Davidson,190,82,2001-12-13,"Midfield, Forward"
2021689563,Alex Davies,191,85,2002-03-18,Midfield
2024681560,Hugh Davies,196,90,2004-09-28,Defender
2010686160,Marcus Davies,188,86,1991-04-06,Defender
2018687507,Luke Davies-Uniacke,188,85,1999-06-08,Midfield
2019683521,Ben Davis,187,85,1997-05-19,Forward
2025689377,Hamish Davis,190,85,2006-05-02,"Midfield, Forward"
2010684139,Phil Davis,197,96,1990-08-30,Defender
2008686669,Ryan Davis,188,85,1989-06-07,Forward
2013682832,Troy Davis,192,96,1992-06-10,Defender
2013681745,Majak Daw,195,97,1991-03-11,Forward
2008681895,Chris Dawes,193,105,1988-05-16,Forward
2018681606,Jacob Dawson,182,79,1999-11-03,Defender
2017687056,Jordan Dawson,192,86,1997-04-09,Defender
2022688216,Kallan Dawson,196,89,1998-07-22,Defender
2015687577,Liam Dawson,188,84,1996-01-23,"Defender, Forward"
2024689335,Wil Dawson,200,86,2005-12-20,"Defender, Forward"
2005681903,Zac Dawson,197,94,1986-02-22,Defender
2011685784,Sam Day,197,104,1992-09-06,Forward
2020683796,Will Day,187,70,2001-06-05,Defender
2025687490,Archer Day-Wicks,186,82,2006-05-13,"Midfield, Forward"
2009682045,Matt de Boer,189,87,1990-03-10,Midfield
2015681643,Jordan de Goey,188,92,1996-03-15,"Midfield, Forward"
2021689846,Sam De Koning,200,85,2001-02-26,Defender
2018682020,Tom De Koning,201,92,1999-07-16,Ruck
2010684385,Matt Dea,186,85,1991-10-13,Defender
2024689789,Charlie Dean,195,86,2001-06-19,Defender
2024689594,Calsher Dear,195,87,2005-08-04,Forward
2025685333,Josaia Delana,176,78,2006-07-01,Midfield
2012689252,Cameron Delaney,194,91,1992-06-19,Defender
2011687873,Luke Delaney,194,97,1989-06-24,Defender
2005682511,Brett Deledio,188,88,1987-04-18,"Midfield, Forward"
2012686219,Cory DellOlio,175,81,1989-12-08,Forward
2017688971,Josh Deluca,181,85,1996-05-11,Midfield
2006687473,Courtenay Dempsey,185,80,1987-08-28,Defender
2022682466,Oliver Dempsey,185,70,2003-01-07,Forward
2005688835,Sean Dempster,191,87,1984-01-20,Defender
2010681920,Trent Dennis-Lane,181,75,1988-08-30,Forward
2012681353,Tom Derickx,204,96,1987-12-07,Ruck
2014765737,Angus Dewar,192,88,1992-10-12,Defender
2024684250,Tyrell Dewar,185,67,2004-03-27,Forward
2015681532,Matthew Dick,187,88,1994-11-03,Defender
2012684055,Tory Dickson,184,85,1987-09-26,Forward
2001685283,Alan Didak,184,85,1983-02-15,Forward
2011685707,Charlie Dixon,200,105,1990-09-23,Forward
2019688496,Hugh Dixon,196,96,1999-02-26,Forward
2009684492,Nathan Djerrkura,174,78,1988-09-19,Forward
2013689598,Sam Docherty,187,87,1993-10-17,Defender
2025681781,Alex Dodson,203,96,2006-06-15,Ruck
2018689604,Tom Doedee,188,88,1997-03-01,Defender
2025689440,Josh Dolan,177,71,2006-11-11,Forward
2000686938,Michael Doughty,177,81,1979-08-05,Defender
2006687579,Richard Douglas,181,79,1987-02-06,"Midfield, Forward"
2018682738,Paddy Dow,187,83,1999-10-16,"Midfield, Forward"
2020682831,Thomson Dow,182,76,2001-10-16,Midfield
2024684008,Billy Dowling,187,80,2004-07-01,"Midfield, Forward"
2021684041,Connor Downie,185,82,2002-05-31,Midfield
2013688184,Tom Downie,203,99,1993-04-27,"Forward, Ruck"
2024688774,Josh Draper,197,92,2004-02-09,Defender
2020686068,Sam Draper,205,107,1998-09-28,Ruck
2025686489,Sid Draper,182,72,2006-07-05,"Midfield, Forward"
2019689522,Willem Drew,188,78,1998-10-01,Midfield
2005684804,Josh Drummond,189,88,1983-04-19,Defender
2015682087,Nathan Drummond,182,86,1995-01-19,Forward
2023682484,Blake Drury,177,74,2004-01-11,Forward
2025686175,Isaiah Dudley,171,73,2003-04-30,Forward
2006681944,Paul Duffield,188,86,1985-02-05,Defender
2014681930,Max Duffy,184,77,1993-04-11,Forward
2015684385,Liam Duggan,184,83,1996-12-11,"Defender, Midfield"
2011686118,Nick Duigan,186,88,1984-09-07,Defender
2018682359,Taylin Duman,193,83,1998-04-18,Defender
2015686612,Trent Dumont,186,87,1995-06-30,Midfield
2010681330,Mitch Duncan,188,88,1991-06-10,Midfield
2012686176,Sam Dunell,190,81,1990-02-21,Midfield
2016686128,Josh Dunkley,190,88,1997-01-09,"Midfield, Forward"
2019684011,Kyle Dunkley,185,84,2000-06-20,"Midfield, Forward"
2006686832,Lynden Dunn,192,102,1987-05-14,Defender
2014685238,Luke Dunstan,185,84,1995-01-29,Midfield
2021688595,Corey Durdin,173,73,2002-04-14,"Midfield, Forward"
2017681470,Sam Durdin,198,95,1996-06-06,Defender
2021684001,Sam Durham,185,75,2001-07-09,"Defender, Midfield"
2013682780,Taylor Duryea,179,80,1991-04-24,"Defender, Forward"
2019688399,Xavier Duursma,186,73,2000-07-07,Midfield
2024681712,Zane Duursma,190,79,2005-08-28,"Midfield, Forward"
2013684280,Sam Dwyer,180,76,1986-08-29,Midfield
2004684249,Ricky Dyson,183,86,1985-09-28,Midfield
2018694494,Matt Eagles,200,99,1990-02-09,Defender
2008697342,Brad Ebert,189,90,1990-04-02,Forward
2004691834,Brett Ebert,179,84,1983-11-18,Forward
2017691846,Brett Eddy,193,97,1989-08-26,Forward
2005697695,Aaron Edwards,184,92,1984-03-02,Forward
2020698920,Harry Edwards,197,87,2000-10-01,Defender
2021698502,Luke Edwards,188,83,2002-02-12,Midfield
2007699633,Shane Edwards,182,80,1988-10-25,Midfield
2012692229,Shaun Edwards,189,83,1993-12-13,"Midfield, Forward"
2025694282,Tom Edwards,191,80,2000-05-20,Forward
2019699470,Derek Eggmolesse-Smith,180,80,1998-05-04,Defender
2025693909,Saad El-Hawli,184,74,2001-05-15,"Defender, Midfield"
2008691384,David Ellard,177,80,1989-03-13,Forward
2012693235,Jamie Elliott,178,81,1992-08-21,"Midfield, Forward"
2012694309,Brandon Ellis,181,82,1993-08-03,Midfield
2015693944,Corey Ellis,184,79,1996-10-09,Defender
2007692829,Xavier Ellis,186,81,1988-02-28,Defender
2014697406,Cam Ellis-Yolmen,190,97,1993-01-28,Midfield
2012693506,Todd Elton,197,100,1993-04-29,Forward
1999692464,Andrew Embley,189,91,1981-06-27,Midfield
2023699567,Tom Emmett,186,89,2001-11-30,Forward
2017691632,Tim English,205,93,1997-08-10,Ruck
2001699973,Corey Enright,187,90,1981-09-14,Defender
2022692335,Neil Erasmus,190,83,2003-12-02,Midfield
2015698557,Billy Evans,187,87,1996-10-19,"Midfield, Forward"
2021698799,Francis Evans,182,78,2001-08-23,Forward
2024693558,Logan Evans,189,80,2005-10-07,Defender
2011693004,Michael Evans,180,75,1992-07-13,Midfield
2007699922,Andrejs Everitt,194,90,1989-03-13,Forward
2023704907,Josh Fahey,187,82,2003-11-11,Midfield
2014707339,Orazio Fantasia,178,77,1995-09-14,"Defender, Forward"
2020702883,Jy Farrar,191,79,1996-12-07,Defender
2018705908,Kane Farrell,182,74,1999-03-17,"Midfield, Forward"
2011709903,Alex Fasolo,179,84,1992-06-08,Forward
2011706972,Peter Faulks,192,80,1988-04-24,Defender
2025702475,Jonty Faull,195,92,2006-02-01,Forward
2025705003,Liam Fawcett,197,89,2005-04-22,Forward
2013702203,Jackson Ferguson,194,89,1992-10-23,"Defender, Forward"
2015708320,Tom Fields,192,93,1992-12-19,Defender
2017708800,Jeremy Finlayson,196,93,1996-02-09,Forward
2016702492,Brayden Fiorini,186,82,1997-08-22,Midfield
2003703030,Michael Firrito,189,93,1983-11-27,Defender
2004705704,Sam Fisher,191,94,1982-07-10,Defender
2017703824,Zac Fisher,177,75,1998-06-15,"Midfield, Forward"
2011705438,Jack Fitzpatrick,200,99,1991-06-26,Ruck
2012707516,Piers Flanagan,189,74,1992-03-31,Midfield
2020702940,Sam Flanders,182,81,2001-07-24,"Midfield, Forward"
2023705165,Cameron Fleeton,192,89,2002-06-17,Defender
1993707514,Dustin Fletcher,198,92,1975-05-07,Defender
2023703844,Jaspa Fletcher,183,76,2004-02-24,Midfield
2022701984,Jake Florenca,184,86,1997-05-15,Midfield
2017702539,Oliver Florent,185,81,1998-07-22,Midfield
2021706816,Matt Flynn,200,103,1997-09-13,Ruck
2018704381,Darcy Fogarty,193,94,1999-09-25,Forward
2018707413,Lachie Fogarty,180,76,1999-04-01,Forward
2012709592,Israel Folau,193,102,1989-04-03,Forward
2020702375,Luke Foley,188,75,1999-10-08,Defender
2005706701,Nathan Foley,178,79,1985-09-08,"Midfield, Forward"
2024703159,Joe Fonti,189,73,2004-12-24,Defender
2020707823,Zac Foot,181,73,2000-12-24,"Midfield, Forward"
2016707219,Jordan Foote,183,82,1996-01-02,"Midfield, Forward"
2021709219,Eddie Ford,184,73,2002-06-21,Forward
2013703141,Alex Forster,189,85,1993-07-14,Defender
2019703444,Darcy Fort,204,99,1993-08-06,Forward
2017701570,Robbie Fox,185,85,1993-04-16,Defender
2018703883,Billy Frampton,200,90,1996-11-20,Forward
2016701470,Aaron Francis,192,90,1997-08-10,Defender
2005708162,Lance Franklin,199,105,1987-01-30,Forward
2000707821,Josh Fraser,202,100,1982-01-05,Ruck
2007704941,James Frawley,193,96,1988-09-20,Defender
2021707277,Martin Frederick,178,74,2000-05-17,Defender
2020708891,Michael Frederick,183,71,2000-05-17,Forward
2014703691,Jonathan Freeman,198,96,1994-04-27,Forward
2018702584,Nathan Freeman,183,88,1995-06-16,Midfield
2024702484,Joel Freijah,191,88,2005-11-14,"Midfield, Forward"
2018705341,Bayley Fritsch,188,82,1996-12-06,Forward
2013703623,Jack Frost,195,90,1992-02-25,Defender
2012702150,Sam Frost,194,93,1993-08-28,Defender
2020704278,Tom Fullarton,199,92,1999-02-23,Forward
2010704250,Nat Fyfe,192,96,1991-09-18,"Midfield, Forward"
2011712726,Andrew Gaff,183,85,1992-06-16,Midfield
2024711958,Harvey Gallagher,181,77,2003-09-26,"Midfield, Forward"
2025716669,Ty Gallop,194,92,2006-02-09,Forward
2017713949,Jordan Gallucci,182,78,1998-05-04,Forward
2024715792,Hugo Garcia,185,78,2005-05-22,"Midfield, Forward"
2021712561,Riley Garcia,177,70,2001-01-30,Midfield
2014713583,Darcy Gardiner,193,92,1995-09-22,Defender
2019719435,Ryan Gardner,197,93,1997-06-01,Forward
2007718224,Colin Garland,191,92,1988-04-28,Defender
2009712142,Cruize Garlett,174,74,1989-03-06,Midfield
2015716289,Jarrod Garlett,181,75,1996-05-03,Forward
2009718600,Jeff Garlett,180,72,1989-08-03,Forward
2019714603,Joel Garner,184,83,1999-05-21,Defender
2013717746,Taylor Garner,187,88,1994-01-08,Forward
2018714804,Ryan Garthwaite,192,91,1998-06-30,Defender
2014713700,Corey Gault,200,97,1992-10-28,Forward
2011718646,Max Gawn,208,109,1991-12-30,Ruck
2008717670,Jarryn Geary,183,82,1988-06-23,Defender
2020717789,Mitch Georgiades,191,78,2001-09-28,Forward
2014712309,Alex Georgiou,187,88,1990-02-01,Defender
2001711934,Daniel Giansiracusa,182,83,1982-03-11,Forward
2019713093,Michael Gibbons,175,75,1995-05-15,Forward
2007712963,Bryce Gibbs,188,84,1989-03-15,Midfield
2022713582,Josh Gibcus,196,87,2003-04-04,Defender
2006712221,Josh Gibson,189,93,1984-03-13,Defender
2012713054,Sam Gibson,185,83,1986-05-27,Midfield
2001717234,Lindsay Gilbee,180,83,1981-07-08,Defender
2006716318,Sam Gilbert,194,90,1986-08-19,Defender
2012715261,Jonathan Giles,201,101,1988-01-08,Ruck
2005714730,Stephen Gilham,192,86,1984-09-02,Defender
2011719276,Jacob Gillbee,184,76,1992-09-13,Forward
2009718283,Tom Gillies,192,87,1990-03-07,Defender
2023716476,Reuben Ginbey,191,83,2004-09-10,Midfield
2021716435,Jack Ginnivan,183,77,2002-12-19,"Midfield, Forward"
2018711847,Stefan Giro,175,77,1999-03-10,Midfield
2017716658,Conor Glass,189,84,1997-09-28,Defender
2000715359,Darren Glass,192,93,1981-05-14,Defender
2014717758,Martin Gleeson,191,84,1994-08-25,Defender
2015712141,Josh Glenn,180,78,1994-03-10,Midfield
2022715651,Josh Goater,190,80,2003-06-02,Defender
2003717206,Brendon Goddard,193,94,1985-05-20,"Defender, Midfield"
2015719665,Hugh Goddard,196,94,1996-08-24,Defender
2011713984,Mitch Golby,184,84,1991-10-03,Defender
2012716989,Tim Golds,193,86,1993-04-06,Defender
2007719632,Tyson Goldsack,193,93,1987-05-22,Defender
2008718054,Todd Goldstein,201,103,1988-07-01,Ruck
2021712671,Lachlan Gollant,191,72,2001-09-12,"Defender, Midfield"
1999715950,Adam Goodes,191,100,1980-01-08,Forward
2013711261,Brett Goodes,183,89,1984-02-17,Defender
2016718608,Matthew Goodyear,185,79,1996-07-20,Midfield
2011713166,Nathan Gordon,186,86,1990-02-12,Forward
2011717073,Daniel Gorringe,200,96,1992-06-02,"Forward, Ruck"
2023711871,Will Gould,192,102,2001-01-14,Defender
2018717325,Billy Gowers,187,87,1996-06-10,Forward
2007711157,Angus Graham,201,106,1987-04-16,Ruck
2019718127,Caleb Graham,195,92,2000-09-12,Defender
2017716913,Jack Graham,181,82,1998-02-25,"Midfield, Forward"
2013718523,Nick Graham,182,82,1994-06-12,"Midfield, Forward"
2024718501,Will Graham,186,81,2005-07-27,"Defender, Midfield"
2021716124,Denver Grainger-Barras,195,78,2002-04-17,Defender
2003714335,Jason Gram,186,88,1984-04-27,Defender
2009716371,Jarrad Grant,193,85,1989-07-06,Forward
2025714901,Campbell Gray,195,91,2003-09-01,"Defender, Forward"
2007719318,Robbie Gray,183,84,1988-03-30,Forward
2014711121,Sam Gray,176,75,1992-02-01,Forward
2020715132,Damon Greaves,186,77,2000-04-25,Defender
2000714442,Brad Green,184,86,1981-03-13,Forward
2011713720,Josh Green,178,77,1992-08-24,Forward
2024719228,Steely Green,179,76,2004-01-09,Forward
2020719374,Tom Green,188,85,2001-01-23,Midfield
2018719221,Fergus Greene,187,75,1997-12-20,Forward
2012717773,Toby Greene,182,83,1993-09-25,Forward
2017716174,Hugh Greenwood,191,92,1992-03-06,"Midfield, Forward"
2009711665,Levi Greenwood,181,87,1989-02-19,Midfield
2025717671,Lucca Grego,184,77,2006-08-15,Midfield
2015713711,Cory Gregson,175,79,1996-09-04,Forward
2016716809,Jade Gresham,179,79,1997-08-24,Midfield
2015714459,Brady Grey,180,87,1995-07-20,Forward
2005717264,Ryan Griffen,192,88,1986-07-27,"Midfield, Forward"
2007715779,Jonathon Griffin,201,104,1986-01-14,Ruck
2010719862,Ben Griffiths,200,101,1991-09-17,Forward
2013715229,Mitch Grigg,182,81,1993-01-02,"Midfield, Forward"
2007714710,Shaun Grigg,190,85,1988-04-19,Midfield
2009714554,Nathan Grima,192,94,1985-08-05,Defender
2010719510,Dylan Grimes,193,90,1991-07-16,Defender
2008713743,Jack Grimes,187,82,1989-05-11,Defender
2013717372,Sam Grimley,199,96,1991-01-03,"Forward, Ruck"
2025711476,Tom Gross,181,70,2006-09-15,"Midfield, Forward"
1999715542,Antoni Grover,189,98,1980-03-11,Defender
2013718586,Brodie Grundy,203,100,1994-04-15,Ruck
2006713298,Heath Grundy,192,103,1986-06-02,Defender
2024712053,Max Gruzewski,192,84,2004-07-21,Forward
2018714830,Matt Guelfi,184,85,1997-08-14,"Defender, Midfield"
2000712753,Brent Guerra,182,90,1982-05-29,Defender
2025717538,Lachlan Gulbin,187,81,2006-11-24,Forward
2021712929,Errol Gulden,175,75,2002-07-18,"Midfield, Forward"
2007717112,Scott Gumbleton,197,97,1988-08-03,Forward
2010713968,Jack Gunston,193,87,1991-10-16,Forward
2011716859,Cameron Guthrie,187,86,1992-08-19,Midfield
2017711451,Zach Guthrie,187,76,1998-06-30,"Defender, Midfield"
2005712694,James Gwilt,188,96,1986-08-11,Defender
2010718363,Jordan Gysberts,190,82,1991-06-11,Midfield
2003727095,David Hale,201,102,1984-05-22,"Forward, Ruck"
2012722939,Aaron Hall,185,85,1990-11-09,"Defender, Forward"
2024727382,Clay Hall,190,88,2005-05-12,Midfield
2012729778,Josh Hall,197,88,1990-04-03,Forward
2025723999,Max Hall,183,83,2002-04-15,"Midfield, Forward"
2014725037,Mitch Hallahan,183,84,1992-08-23,Midfield
2019727673,Brayden Ham,181,70,1999-04-25,"Midfield, Forward"
2020728148,Will Hamill,186,71,2000-11-17,Defender
2022721344,Cooper Hamilton,184,85,2003-09-24,Midfield
2015725767,Joel Hamling,194,92,1993-04-09,Defender
2016721208,Matthew Hammelmann,197,88,1996-03-08,Defender
2007721397,Shaun Hampson,201,106,1988-03-21,Ruck
2012721746,Curtly Hampton,185,90,1993-03-10,Midfield
2010722790,Ashton Hams,174,77,1986-09-06,Forward
2013725318,Will Hams,180,71,1994-07-14,Forward
2025726390,Tom Hanily,179,0,2005-05-31,"Midfield, Forward"
2008722128,Pearce Hanley,185,86,1988-11-15,Defender
2017729930,Mitch Hannan,189,87,1994-03-09,Forward
2013729886,Jack Hannath,201,102,1991-07-09,"Forward, Ruck"
2009726698,Dan Hannebery,181,80,1991-02-24,Midfield
2019721542,Oliver Hanrahan,181,75,1998-08-27,Forward
2007729523,Lachlan Hansen,197,98,1988-08-17,Defender
2023722187,Robert Hansen,182,76,2004-03-13,Forward
2007728751,Jarrod Harbrow,178,73,1988-07-18,Defender
2024728054,Riley Hardeman,184,75,2005-02-27,Defender
2010722670,Kyle Hardingham,186,85,1988-09-01,Defender
2016727274,Blake Hardwick,181,79,1997-02-05,Defender
2002728153,Ryan Hargrave,190,87,1981-07-26,Defender
2015722143,James Harmes,185,82,1995-10-05,"Defender, Midfield"
2011722464,Kieran Harper,187,84,1992-06-15,Forward
2023726183,Harvey Harrison,181,83,2003-11-10,Forward
2013724713,Kyle Hartigan,194,98,1991-11-07,Defender
2009724069,Hamish Hartlett,185,83,1990-08-14,Defender
2016725811,Michael Hartley,198,104,1993-06-07,Defender
2014721249,Brad Hartman,188,86,1994-11-16,"Midfield, Forward"
2014721177,Billy Hartung,177,78,1995-01-24,Midfield
1996722607,Brent Harvey,177,75,1978-05-14,Forward
2023723443,Cooper Harvey,180,81,2004-07-12,Forward
2010729784,Ryan Harwood,184,87,1991-08-07,Defender
2024725760,Angus Hastie,190,74,2005-09-19,Defender
2019721038,Jackson Hately,190,83,2000-10-21,Midfield
2007724084,Tom Hawkins,198,103,1988-07-21,Forward
2008725018,James Hawksley,187,84,1989-02-05,Defender
2019727565,Kyron Hayden,186,86,1999-06-07,Midfield
2022728420,Jack Hayes,193,91,1997-03-06,Forward
1999728913,Lenny Hayes,186,84,1980-01-14,Midfield
2025724530,Lewis Hayes,199,84,2004-12-17,Defender
2022725566,Sam Hayes,205,102,1999-06-09,Ruck
2019723676,Will Hayes,181,77,1995-06-05,Midfield
2025726240,Will Hayes,180,80,2006-05-16,Midfield
2012726893,Nick Haynes,193,90,1992-05-18,Defender
2017724516,Will Hayward,187,84,1998-10-26,Forward
2010721643,Campbell Heath,187,75,1991-04-01,Defender
2025724327,Max Heath,204,97,2002-10-24,"Forward, Ruck"
2016721866,Kurt Heatherley,193,89,1995-01-01,Defender
2015728707,Isaac Heeney,186,84,1996-05-05,Forward
2011724405,Brad Helbig,185,83,1992-02-28,Midfield
2025729545,Jack Henderson,176,69,1999-10-01,"Midfield, Forward"
2008721800,Lachie Henderson,196,98,1989-12-14,Defender
2010728130,Ricky Henderson,188,89,1988-09-11,Midfield
2018726120,Jack Henry,191,92,1998-08-29,Defender
2020729143,Liam Henry,179,67,2001-08-28,"Midfield, Forward"
2021729247,Oliver Henry,186,72,2002-07-29,Forward
2011723674,Dyson Heppell,189,84,1992-05-14,"Defender, Midfield"
2014725575,Louis Herbert,188,77,1994-06-27,Forward
2018722737,Jacob Heron,180,76,1999-12-10,Forward
2023725664,Elijah Hewett,186,86,2004-05-27,"Midfield, Forward"
2016726232,George Hewett,187,84,1995-12-29,"Defender, Midfield"
2011723717,Michael Hibberd,186,90,1990-01-03,Defender
2017726713,Mitchell Hibberd,190,87,1996-09-23,Midfield
2011729980,Tom Hickey,201,96,1991-03-06,Ruck
2018729702,Jack Higgins,177,78,1999-03-19,Forward
2006722851,Shaun Higgins,184,89,1988-03-04,"Midfield, Forward"
